,Seed,Errors,Size,Safe,GenerationTime,SafetyCheckTime
0,5000,"[[], []]",356,True,0.0011780261993408203,0.029835224151611328
1,5001,"[[], []]",353,True,0.001981973648071289,0.021548986434936523
2,5002,"[[], []]",159,True,0.0007090568542480469,0.02189779281616211
3,5003,"[[], []]",159,True,0.0006999969482421875,0.02128005027770996
4,5004,"[[], []]",322,False,0.0012221336364746094,0.04641985893249512
5,5005,"[[], []]",322,False,0.0014331340789794922,0.04742574691772461
6,5006,"[[], []]",333,False,0.0013806819915771484,0.027727127075195312
7,5007,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0']]",329,True,0.0010428428649902344,0.027607202529907227
8,5008,"[[], []]",308,True,0.0014848709106445312,0.0269467830657959
9,5009,"[[], []]",308,True,0.0014781951904296875,0.02681708335876465
10,5010,"[[], []]",338,False,0.0035750865936279297,0.03605794906616211
11,5011,"[[], []]",470,True,0.0027039051055908203,0.05470395088195801
12,5012,"[[], []]",308,True,0.00189971923828125,0.02733325958251953
13,5013,"[[], []]",308,True,0.0015752315521240234,0.02650594711303711
14,5014,"[[], []]",169,False,0.0009591579437255859,0.025297164916992188
15,5015,"[[], []]",423,False,0.004743099212646484,0.0249481201171875
16,5016,"[[], []]",345,True,0.0018699169158935547,0.02841019630432129
17,5017,"[[], []]",342,True,0.0017600059509277344,0.028011560440063477
18,5018,"[[], []]",308,True,0.001474142074584961,0.026829004287719727
19,5019,"[[], []]",159,True,0.0007250308990478516,0.022222280502319336
20,5020,"[[], []]",159,True,0.0007081031799316406,0.02163100242614746
21,5021,"[[], []]",308,True,0.0014979839324951172,0.027193784713745117
22,5022,"[[], []]",308,True,0.0015196800231933594,0.027104854583740234
23,5023,"[[], []]",322,False,0.001422882080078125,0.04707217216491699
24,5024,"[[], []]",322,False,0.0013909339904785156,0.04632091522216797
25,5025,"[[], []]",322,False,0.0013442039489746094,0.04688286781311035
26,5026,"[[], []]",102,True,0.0010738372802734375,0.018791913986206055
27,5027,"[[], []]",238,False,0.002354860305786133,0.036715030670166016
28,5028,"[[], []]",854,False,0.012952804565429688,0.270550012588501
29,5029,"[[], []]",331,False,0.001516103744506836,0.02733612060546875
30,5030,"[[], []]",498,True,0.004277944564819336,0.023259878158569336
31,5031,"[[], []]",360,False,0.0015611648559570312,0.05834078788757324
32,5032,"[[], []]",308,True,0.0012731552124023438,0.0271761417388916
33,5033,"[[], []]",102,True,0.0012881755828857422,0.01900172233581543
34,5034,"[[], []]",159,True,0.0014081001281738281,0.021313190460205078
35,5035,"[[], []]",102,True,0.0008931159973144531,0.01786208152770996
